,Unnamed: 0,ID,School Name_x,Total Grads % of cohort,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Collaborative Teachers - Percent Positive,Collaborative Teachers Rating,Economic Need Index,Effective School Leadership - Percent Positive,Effective School Leadership Rating,Enrollment,Percent Asian,Percent Black,Percent English Language Learners,Percent HRA Eligible,Percent Hispanic,Percent Self-Contained,Percent Students with Disabilities,Percent White,Percent in Temp Housing,Percent in Temp Housing - 4yr,Percent of Students Chronically Absent,Percent of teachers with 3 or more years of experience,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How effective is the teaching and learning?,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How well do teachers work with each other?,Quality Review - How well does the school assess what students are learning?,Rigorous Instruction - Percent Positive,Rigorous Instruction Rating,Strong Family-Community Ties - Percent Positive,Strong Family-Community Ties Rating,Student Achievement Rating,Student Attendance Rate,Supportive Environment - Percent Positive,Supportive Environment Rating,Teacher Attendance Rate,Trust - Percent Positive,Trust Rating,Years of principal experience at this school,target
735,758,25Q263_2016,FLUSHING INTERNATIONAL HIGH SCHOOL,70.2,1.94,2.5,,4,0.8759999999999999,0.98,4,442,0.5660000000000001,0.023,0.828,0.251,0.382,0.002,0.016,0.02,0.095,0.095,0.273,0.828,4,3,3,3,3,0.9,3,0.8,3,2,0.904,0.82,4,0.956,0.97,4,4.8,0
736,759,25Q281_2016,EASTWEST SCHOOL OF INTERNATIONAL STUDIES,96.5,2.93,3.09,,4,0.545,0.75,3,361,0.593,0.136,0.07200000000000001,0.374,0.213,0.014,0.122,0.044,0.047,0.047,0.264,0.618,4,3,4,4,3,0.81,3,0.88,3,4,0.898,0.72,3,0.965,0.85,3,10.0,1
737,760,25Q285_2016,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHO,89.2,3.16,2.78,,4,0.324,0.86,3,365,0.14800000000000002,0.077,0.008,0.203,0.252,0.003,0.203,0.521,0.03,0.03,0.228,0.784,3,4,4,4,4,0.8,4,0.84,3,4,0.922,0.59,3,0.96,0.82,2,10.0,1
738,761,25Q425_2016,JOHN BOWNE HIGH SCHOOL,69.7,2.62,2.54,,4,0.612,0.89,3,3566,0.274,0.188,0.17,0.409,0.469,0.059,0.14400000000000002,0.05,0.051,0.051,0.35100000000000003,0.858,4,3,3,4,3,0.84,3,0.78,3,3,0.86,0.68,3,0.957,0.87,3,9.9,0
739,762,25Q460_2016,FLUSHING HIGH SCHOOL,56.2,2.58,2.4,,2,0.634,0.79,1,1812,0.18600000000000005,0.221,0.204,0.387,0.545,0.036000000000000004,0.142,0.035,0.07,0.07,0.39,0.907,3,2,2,2,2,0.77,2,0.73,1,2,0.857,0.63,2,0.96,0.8,1,1.0,0
740,763,25Q525_2016,TOWNSEND HARRIS HIGH SCHOOL,100.0,4.13,4.21,,4,0.28,0.88,4,1133,0.585,0.057,0.0,0.154,0.122,0.008,0.017,0.217,0.009000000000000001,0.009000000000000001,0.035,0.925,4,4,4,4,4,0.88,4,0.86,3,4,0.974,0.86,4,0.963,0.9,3,3.9,1
741,764,25Q670_2016,ROBERT F KENNEDY COMMUNITY HIGH SCHOOL,82.4,2.62,2.59,,4,0.593,0.87,3,720,0.336,0.111,0.114,0.424,0.3670000000000001,0.004,0.16899999999999998,0.16699999999999998,0.038,0.038,0.241,0.976,4,4,4,4,4,0.8,4,0.77,3,3,0.917,0.69,3,0.939,0.88,3,5.0,1
742,765,26Q415_2016,BENJAMIN N CARDOZO HIGH SCHOOL,87.1,3.08,3.1,,3,0.389,0.87,3,3646,0.438,0.211,0.045,0.234,0.192,0.045,0.116,0.146,0.031,0.031,0.168,0.975,4,3,3,3,3,0.85,3,0.76,2,2,0.934,0.7,3,0.962,0.87,3,8.0,1
743,766,26Q430_2016,FRANCIS LEWIS HIGH SCHOOL,82.6,3.14,3.26,,3,0.452,0.88,3,4289,0.5429999999999999,0.069,0.096,0.27,0.227,0.054000000000000006,0.13,0.153,0.033,0.033,0.203,0.75,4,2,3,2,2,0.88,3,0.8,3,3,0.917,0.77,3,0.97,0.9,3,2.8,1
744,767,26Q435_2016,MARTIN VAN BUREN HIGH SCHOOL,63.2,2.54,2.31,,3,0.527,0.76,2,1544,0.28,0.499,0.097,0.318,0.13699999999999998,0.044,0.12,0.041,0.067,0.067,0.408,0.965,3,2,3,3,2,0.76,2,0.72,2,2,0.856,0.61,2,0.965,0.79,2,4.0,0
745,768,26Q495_2016,BAYSIDE HIGH SCHOOL,92.8,3.05,3.06,,3,0.389,0.83,3,3306,0.417,0.128,0.044,0.235,0.267,0.039,0.154,0.181,0.033,0.033,0.222,0.843,4,3,3,3,4,0.8,3,0.76,2,3,0.921,0.66,3,0.972,0.85,3,7.9,1
746,769,26Q566_2016,QUEENS HIGH SCHOOL OF TEACHING LIBERAL ARTS AND TH,89.4,2.82,2.62,,3,0.31,0.79,3,1119,0.239,0.505,0.01,0.2,0.158,0.005,0.206,0.084,0.023,0.023,0.236,0.85,4,3,4,4,4,0.67,3,0.84,3,3,0.916,0.67,3,0.966,0.85,3,4.6,1
747,770,27Q260_2016,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,60.4,2.36,2.04,,2,0.745,0.77,3,373,0.016,0.603,0.105,0.528,0.362,0.054000000000000006,0.217,0.008,0.107,0.107,0.412,0.957,3,2,3,2,3,0.6,2,0.81,3,2,0.8490000000000001,0.54,2,0.952,0.85,3,1.9,0
748,771,27Q262_2016,CHANNEL VIEW SCHOOL FOR RESEARCH,91.1,2.78,2.51,,4,0.555,0.94,4,498,0.07200000000000001,0.49,0.02,0.386,0.287,0.0,0.147,0.13699999999999998,0.064,0.064,0.337,0.732,4,3,4,4,4,0.91,4,0.87,3,4,0.887,0.79,3,0.963,0.93,4,1.7,1
749,772,27Q302_2016,QUEENS HIGH SCHOOL FOR INFORMATION RESEARCH AND TE,67.1,2.42,2.17,,3,0.753,0.96,4,417,0.053,0.444,0.266,0.4320000000000001,0.47,0.006999999999999999,0.168,0.024,0.062,0.062,0.449,0.667,3,2,2,3,2,0.87,3,0.81,3,3,0.836,0.75,3,0.958,0.92,3,1.9,0
750,773,27Q308_2016,ROBERT H GODDARD HIGH SCHOOL OF COMMUNICATION ARTS,88.1,2.86,2.7,,4,0.4920000000000001,0.91,4,606,0.299,0.071,0.025,0.348,0.404,0.03,0.158,0.182,0.031,0.031,0.219,0.914,4,3,4,4,3,0.79,3,0.84,3,3,0.929,0.75,3,0.955,0.9,3,5.8,1
751,774,27Q309_2016,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCH,65.6,2.53,2.2,,4,0.711,0.85,3,402,0.07,0.45,0.09,0.493,0.425,0.002,0.157,0.035,0.06,0.06,0.496,0.7290000000000001,4,3,3,4,3,0.78,3,0.77,2,2,0.846,0.68,3,0.96,0.87,3,0.6,0
752,775,27Q323_2016,SCHOLARS' ACADEMY,100.0,3.84,3.88,,4,0.396,0.96,4,546,0.211,0.234,0.0,0.192,0.187,0.013,0.042,0.359,0.132,0.132,0.104,0.652,4,4,4,4,4,0.92,4,0.93,4,4,0.951,0.84,4,0.976,0.93,4,11.0,1
753,776,27Q324_2016,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAI,62.1,2.45,2.14,,3,0.6940000000000001,0.74,2,365,0.047,0.425,0.047,0.545,0.332,0.014,0.238,0.132,0.08800000000000001,0.08800000000000001,0.589,0.8079999999999999,4,3,4,3,3,0.63,3,0.8,3,2,0.7829999999999999,0.61,3,0.966,0.78,2,5.4,0
754,777,27Q351_2016,ROCKAWAY COLLEGIATE HIGH SCHOOL,61.4,2.43,2.2,,1,0.6990000000000001,0.72,2,392,0.051,0.513,0.046,0.526,0.34700000000000003,0.013,0.199,0.033,0.092,0.092,0.5429999999999999,0.593,3,2,3,2,2,0.59,2,0.75,2,2,0.826,0.5,2,0.953,0.78,2,2.0,0
755,778,27Q400_2016,AUGUST MARTIN HIGH SCHOOL,28.8,2.39,2.12,,3,0.607,0.83,3,459,0.087,0.745,0.044,0.436,0.126,0.013,0.205,0.004,0.133,0.133,0.511,0.895,3,3,3,3,3,0.72,3,0.87,3,2,0.8109999999999999,0.62,2,0.964,0.87,3,1.0,0
756,779,27Q475_2016,RICHMOND HILL HIGH SCHOOL,59.1,2.49,2.3,,4,0.644,0.86,3,1950,0.325,0.121,0.21600000000000005,0.395,0.489,0.057,0.159,0.049,0.06,0.06,0.384,0.816,4,3,3,4,3,0.81,3,0.8,3,2,0.856,0.68,3,0.955,0.86,3,2.8,0
757,780,27Q480_2016,JOHN ADAMS HIGH SCHOOL,61.8,2.48,2.28,,4,0.638,0.78,2,2386,0.32299999999999995,0.235,0.177,0.375,0.364,0.045,0.159,0.031,0.14,0.14,0.434,0.852,3,2,4,4,2,0.76,2,0.77,2,3,0.843,0.64,2,0.955,0.81,2,4.0,0
758,781,27Q650_2016,HIGH SCHOOL FOR CONSTRUCTION TRADES ENGINEERING AN,94.5,3.11,3.18,,4,0.436,0.88,3,973,0.34,0.097,0.008,0.29600000000000004,0.341,0.002,0.127,0.139,0.015,0.015,0.142,0.862,4,4,4,4,3,0.88,4,0.84,3,4,0.941,0.73,3,0.967,0.89,3,6.3,1
759,782,28Q167_2016,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,100.0,2.98,2.68,,4,0.403,0.95,4,456,0.16699999999999998,0.162,0.004,0.237,0.397,0.044,0.18600000000000005,0.239,0.033,0.033,0.17600000000000002,0.591,4,3,4,4,3,0.86,3,0.91,4,3,0.941,0.76,4,0.975,0.93,4,6.0,1
760,783,28Q284_2016,YORK EARLY COLLEGE ACADEMY,93.8,3.22,3.01,,3,0.419,0.85,3,342,0.316,0.547,0.006,0.278,0.085,0.0,0.067,0.018000000000000002,0.02,0.02,0.102,0.857,4,3,4,3,3,0.86,3,0.89,3,4,0.95,0.77,4,0.971,0.86,3,0.5,1
761,784,28Q310_2016,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,75.3,2.68,2.4,,2,0.555,0.73,2,412,0.267,0.529,0.114,0.335,0.146,0.034,0.146,0.036000000000000004,0.061,0.061,0.33,0.75,4,3,3,2,3,0.73,3,0.82,3,3,0.887,0.69,3,0.948,0.81,2,8.0,1
762,785,28Q325_2016,HILLSIDE ARTS & LETTERS ACADEMY,78.5,2.61,2.3,,3,0.5670000000000001,0.98,4,474,0.245,0.395,0.116,0.38,0.259,0.013,0.133,0.023,0.065,0.065,0.387,0.7140000000000001,4,3,3,3,2,0.88,3,0.82,3,4,0.857,0.8,3,0.974,0.95,4,1.0,1
763,786,28Q328_2016,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,83.0,2.52,2.38,,4,0.616,0.96,4,444,0.245,0.39,0.135,0.392,0.259,0.005,0.17600000000000002,0.045,0.097,0.097,0.479,0.667,4,3,3,4,3,0.94,3,0.84,3,4,0.81,0.85,3,0.967,0.93,4,6.0,1
764,787,28Q350_2016,JAMAICA GATEWAY TO THE SCIENCES,88.6,2.78,2.75,,4,0.486,0.94,4,515,0.398,0.4370000000000001,0.07400000000000001,0.287,0.097,0.004,0.105,0.019,0.076,0.076,0.301,0.464,4,3,4,4,3,0.91,4,0.81,3,3,0.9,0.74,3,0.979,0.93,4,5.0,1
765,788,28Q440_2016,FOREST HILLS HIGH SCHOOL,83.9,3.08,3.07,,4,0.458,0.85,3,3834,0.249,0.09,0.052000000000000005,0.295,0.337,0.053,0.129,0.295,0.035,0.035,0.253,0.906,4,3,3,4,3,0.82,3,0.73,2,3,0.903,0.69,3,0.954,0.86,3,8.3,1
766,789,28Q505_2016,HILLCREST HIGH SCHOOL,66.7,2.68,2.49,,3,0.5710000000000001,0.82,3,3321,0.322,0.29100000000000004,0.125,0.353,0.309,0.032,0.109,0.045,0.065,0.065,0.29,0.87,4,4,4,3,3,0.86,4,0.94,4,3,0.877,0.94,4,0.96,0.91,4,2.4,0
767,790,28Q620_2016,THOMAS A EDISON CAREER AND TECHNICAL EDUCATION HIG,90.0,3.18,3.13,,3,0.442,0.82,3,2132,0.467,0.213,0.014,0.299,0.234,0.047,0.119,0.045,0.022,0.022,0.17600000000000002,0.841,4,3,3,3,3,0.78,3,0.77,2,3,0.929,0.72,3,0.966,0.83,3,3.9,1
768,791,28Q680_2016,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,94.4,3.51,3.39,,3,0.428,0.65,1,451,0.421,0.39,0.0,0.266,0.122,0.0,0.086,0.04,0.011,0.011,0.1,0.875,4,4,4,4,4,0.8,4,0.78,2,4,0.956,0.67,4,0.962,0.71,1,4.2,1
769,792,28Q686_2016,QUEENS METROPOLITAN HIGH SCHOOL,90.4,2.86,2.67,,4,0.423,0.81,3,1060,0.106,0.043,0.024,0.275,0.456,0.034,0.158,0.377,0.028,0.028,0.234,0.9,4,3,3,4,4,0.79,3,0.81,3,3,0.915,0.73,3,0.97,0.81,2,4.0,1
770,793,28Q687_2016,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEG,98.1,3.99,4.17,,3,0.304,0.76,2,434,0.765,0.051,0.0,0.168,0.104,0.0,0.0,0.069,0.021,0.021,0.044,0.96,3,3,3,3,2,0.82,3,0.77,2,4,0.967,0.81,3,0.963,0.82,3,2.8,1
771,794,28Q690_2016,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,80.3,2.57,2.36,,2,0.5770000000000001,0.8,3,589,0.104,0.649,0.029,0.443,0.195,0.07,0.177,0.019,0.073,0.073,0.228,0.848,3,3,2,2,2,0.75,2,0.77,2,2,0.906,0.59,3,0.963,0.8,2,2.5,1
772,795,28Q896_2016,YOUNG WOMEN'S LEADERSHIP SCHOOL QUEENS,96.9,2.99,2.62,,4,0.505,0.85,3,314,0.303,0.481,0.013,0.341,0.15,0.0,0.166,0.025,0.032,0.032,0.249,0.657,4,3,4,4,3,0.77,3,0.81,3,4,0.924,0.7,3,0.949,0.9,3,3.0,1
773,797,29Q248_2016,QUEENS PREPARATORY ACADEMY,70.7,2.51,2.22,,2,0.499,0.61,1,485,0.039,0.8140000000000001,0.025,0.322,0.091,0.014,0.157,0.012,0.097,0.097,0.39,0.679,3,2,3,3,2,0.68,2,0.78,2,3,0.8370000000000001,0.54,2,0.975,0.68,1,11.0,0
774,798,29Q259_2016,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOA,71.4,2.54,2.23,,3,0.39,0.72,2,367,0.027000000000000003,0.883,0.041,0.248,0.068,0.003,0.155,0.014,0.046,0.046,0.202,0.7809999999999999,3,2,3,3,3,0.8,3,0.83,3,3,0.905,0.68,3,0.952,0.82,3,5.8,0
775,799,29Q265_2016,EXCELSIOR PREPARATORY HIGH SCHOOL,76.1,2.45,2.17,,4,0.469,0.92,4,508,0.039,0.835,0.041,0.327,0.071,0.004,0.157,0.018000000000000002,0.071,0.071,0.269,0.857,4,3,4,4,3,0.8,3,0.83,3,4,0.887,0.68,4,0.97,0.91,4,6.0,1
776,800,29Q272_2016,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIEN,84.0,2.65,2.41,,2,0.48,0.8,3,499,0.09,0.77,0.03,0.333,0.112,0.0,0.14800000000000002,0.008,0.07400000000000001,0.07400000000000001,0.266,0.815,3,2,3,1,2,0.79,2,0.78,3,2,0.905,0.59,3,0.96,0.84,3,12.0,1
777,801,29Q283_2016,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD S,79.6,2.82,2.46,,4,0.446,0.88,4,410,0.046,0.8390000000000001,0.006999999999999999,0.354,0.063,0.005,0.149,0.022,0.059,0.059,0.28,0.706,4,3,4,4,4,0.85,4,0.88,3,3,0.879,0.75,4,0.968,0.86,3,6.9,1
778,802,29Q326_2016,CAMBRIA HEIGHTS ACADEMY,68.3,2.53,2.17,,3,0.467,0.81,3,405,0.062,0.77,0.049,0.336,0.099,0.01,0.185,0.01,0.054000000000000006,0.054000000000000006,0.365,0.667,4,3,3,4,3,0.67,2,0.77,2,3,0.845,0.64,3,0.98,0.86,3,6.0,0
779,803,29Q492_2016,MATHEMATICS SCIENCE RESEARCH AND TECHNOLOGY MAGNET,67.9,2.52,2.37,,2,0.503,0.58,1,437,0.087,0.705,0.057,0.343,0.124,0.005,0.13,0.025,0.087,0.087,0.396,0.455,3,2,3,2,3,0.62,2,0.77,2,2,0.846,0.62,2,0.966,0.69,2,6.8,0
780,804,29Q494_2016,LAW GOVERNMENT AND COMMUNITY SERVICE HS,78.7,2.5,2.3,,0,0.51,0.88,0,42,0.071,0.738,0.024,0.381,0.19,0.0,0.16699999999999998,0.0,0.119,0.119,0.268,1.0,3,2,2,2,3,0.73,0,0.85,0,0,0.885,0.63,0,0.963,0.85,0,6.3,1
781,805,29Q496_2016,BUSINESS COMPUTER APPLICATIONS & ENTREPRENEURSHIP,67.5,2.36,2.22,,0,0.388,1.0,0,25,0.08,0.8,0.08,0.2,0.12,0.0,0.24,0.0,0.08,0.08,0.48,1.0,2,2,2,2,2,0.72,0,0.97,0,0,0.875,0.73,0,0.96,0.94,0,4.0,0
782,806,29Q498_2016,HUMANITIES & ARTS MAGNET HIGH SCHOOL,79.8,2.54,2.22,,3,0.524,0.84,3,477,0.044,0.8029999999999999,0.046,0.382,0.126,0.008,0.157,0.015,0.067,0.067,0.317,0.7859999999999999,2,2,3,3,2,0.72,2,0.82,3,2,0.894,0.61,2,0.961,0.84,3,6.8,1
783,807,30Q286_2016,YOUNG WOMEN'S LEADERSHIP SCHOOL ASTORIA,96.1,3.08,2.85,,3,0.5589999999999999,0.77,3,316,0.354,0.047,0.032,0.38,0.396,0.003,0.079,0.203,0.025,0.025,0.181,0.784,3,2,3,3,3,0.87,3,0.85,3,4,0.939,0.82,3,0.972,0.81,3,0.9,1
784,808,30Q301_2016,ACADEMY FOR CAREERS IN TELEVISION AND FILM,96.9,2.95,2.67,,4,0.4320000000000001,0.98,4,545,0.062,0.158,0.017,0.28800000000000003,0.536,0.004,0.198,0.204,0.011,0.011,0.15,0.588,4,4,4,4,4,0.88,4,0.89,4,4,0.942,0.78,4,0.987,0.95,4,3.4,1
785,809,30Q445_2016,WILLIAM CULLEN BRYANT HIGH SCHOOL,67.5,2.65,2.61,,2,0.639,0.55,1,2437,0.264,0.062,0.13699999999999998,0.405,0.505,0.064,0.142,0.153,0.053,0.053,0.244,0.738,3,2,3,3,2,0.63,2,0.74,0,3,0.893,0.62,3,0.958,0.65,0,4.8,0
786,810,30Q450_2016,LONG ISLAND CITY HIGH SCHOOL,60.5,2.59,2.48,,3,0.6409999999999999,0.83,3,2077,0.166,0.132,0.117,0.451,0.612,0.011,0.171,0.07,0.066,0.066,0.442,0.86,3,2,3,3,3,0.76,2,0.76,2,2,0.8290000000000001,0.63,2,0.955,0.85,3,4.0,0
787,811,30Q501_2016,FRANK SINATRA SCHOOL OF THE ARTS HS,96.5,3.49,3.32,,4,0.305,0.89,3,828,0.112,0.139,0.004,0.174,0.339,0.001,0.098,0.359,0.014,0.014,0.08900000000000001,0.857,4,3,4,4,3,0.87,3,0.87,3,4,0.951,0.77,4,0.962,0.9,3,11.8,1
788,812,30Q502_2016,INFORMATION TECHNOLOGY HIGH SCHOOL,70.8,2.64,2.65,,3,0.614,0.81,3,961,0.196,0.14,0.079,0.455,0.557,0.049,0.17800000000000002,0.08800000000000001,0.066,0.066,0.265,0.836,3,2,3,3,2,0.79,2,0.81,3,2,0.901,0.68,3,0.966,0.87,3,4.3,0
789,813,30Q555_2016,NEWCOMERS HIGH SCHOOL,74.4,1.88,2.35,,4,0.936,0.86,3,891,0.311,0.021,0.732,0.192,0.597,0.0,0.011,0.068,0.264,0.264,0.246,0.895,4,4,4,4,4,0.86,4,0.77,3,3,0.908,0.78,4,0.968,0.88,3,6.8,1
790,814,30Q575_2016,ACADEMY OF AMERICAN STUDIES,89.2,3.25,3.26,,3,0.436,0.79,3,890,0.28800000000000003,0.078,0.027000000000000003,0.28300000000000003,0.334,0.001,0.098,0.29100000000000004,0.017,0.017,0.161,0.884,3,3,3,3,3,0.87,3,0.83,3,3,0.932,0.72,3,0.958,0.87,3,4.8,1
791,815,30Q580_2016,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,100.0,3.91,3.94,,3,0.254,0.76,2,300,0.423,0.02,0.003,0.14300000000000002,0.183,0.003,0.013,0.34,0.0,0.0,0.09,0.935,3,3,3,3,3,0.85,3,0.77,2,4,0.951,0.8,3,0.978,0.84,3,9.4,1
792,816,31R047_2016,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,100.0,3.25,3.1,,4,0.28300000000000003,0.96,4,495,0.111,0.065,0.006,0.17,0.2,0.002,0.158,0.5329999999999999,0.008,0.008,0.134,0.903,4,4,4,4,4,0.91,4,0.89,4,4,0.944,0.81,4,0.98,0.91,3,5.8,1
793,817,31R064_2016,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,90.3,2.95,2.68,,3,0.287,0.86,3,450,0.038,0.124,0.002,0.16899999999999998,0.182,0.02,0.227,0.629,0.011,0.011,0.252,0.794,3,3,3,3,3,0.86,3,0.83,3,3,0.904,0.71,3,0.965,0.9,3,7.0,1
794,818,31R080_2016,THE MICHAEL J PETRIDES SCHOOL,89.9,2.91,2.83,,4,0.379,0.93,4,469,0.07,0.232,0.006,0.226,0.211,0.021,0.222,0.446,0.013,0.013,0.26,0.805,4,4,4,4,4,0.9,4,0.91,3,3,0.91,0.74,3,0.977,0.91,3,12.3,1
795,819,31R440_2016,NEW DORP HIGH SCHOOL,78.2,2.78,2.49,,4,0.477,0.93,4,2876,0.068,0.121,0.045,0.345,0.289,0.063,0.205,0.51,0.071,0.071,0.204,0.8109999999999999,4,3,4,4,4,0.83,4,0.81,3,2,0.892,0.63,3,0.962,0.9,3,17.1,1
796,820,31R445_2016,PORT RICHMOND HIGH SCHOOL,58.2,2.61,2.32,,3,0.61,0.87,3,1493,0.066,0.265,0.057,0.44,0.447,0.112,0.26,0.212,0.063,0.063,0.349,0.8490000000000001,4,3,3,3,2,0.84,3,0.83,3,2,0.855,0.73,3,0.971,0.9,3,11.4,0
797,821,31R450_2016,CURTIS HIGH SCHOOL,73.2,2.7,2.42,,3,0.617,0.89,3,2500,0.066,0.374,0.055,0.435,0.369,0.034,0.196,0.166,0.102,0.102,0.371,0.843,4,3,4,3,4,0.81,4,0.79,3,2,0.845,0.66,3,0.959,0.89,3,0.9,1
798,822,31R455_2016,TOTTENVILLE HIGH SCHOOL,86.0,3.14,2.98,,3,0.254,0.73,2,3907,0.051,0.019,0.008,0.157,0.125,0.045,0.171,0.79,0.033,0.033,0.299,0.861,4,3,3,3,3,0.73,3,0.8,3,3,0.9,0.67,3,0.963,0.78,2,2.0,1
799,823,31R460_2016,SUSAN E WAGNER HIGH SCHOOL,83.2,3.0,2.78,,4,0.399,0.85,3,3388,0.14300000000000002,0.107,0.023,0.275,0.269,0.084,0.203,0.47,0.047,0.047,0.25,0.905,4,4,4,4,3,0.82,4,0.77,2,3,0.911,0.7,3,0.963,0.86,3,13.9,1
800,824,31R600_2016,RALPH R MCKEE CAREER AND TECHNICAL EDUCATION HIGH,67.1,2.6,2.35,,3,0.603,0.83,3,650,0.054000000000000006,0.309,0.031,0.458,0.443,0.069,0.26,0.191,0.06,0.06,0.37,0.78,4,2,3,3,2,0.76,2,0.8,3,3,0.866,0.64,3,0.966,0.83,3,9.0,0
801,825,31R605_2016,STATEN ISLAND TECHNICAL HIGH SCHOOL,99.7,4.06,4.18,,4,0.256,0.93,4,1279,0.425,0.015,0.0,0.121,0.045,0.0,0.011,0.511,0.023,0.023,0.045,0.833,4,3,4,4,4,0.93,4,0.88,3,4,0.966,0.89,4,0.968,0.94,4,2.8,1
802,826,32K168_2016,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,77.6,2.59,2.53,,4,0.731,0.97,4,268,0.026,0.511,0.112,0.56,0.399,0.006999999999999999,0.149,0.049,0.097,0.097,0.414,0.368,4,3,4,4,4,0.89,4,0.91,4,3,0.8640000000000001,0.71,3,0.98,0.92,4,5.0,1
803,827,32K403_2016,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,70.0,2.25,2.05,,3,0.8079999999999999,0.69,2,309,0.032,0.168,0.343,0.55,0.773,0.078,0.239,0.019,0.12,0.12,0.523,0.536,4,3,3,4,3,0.68,3,0.77,3,3,0.8240000000000001,0.65,3,0.952,0.85,3,1.4,0
804,828,32K545_2016,EBC HIGH SCHOOL FOR PUBLIC SERVICE  BUSHWICK,70.2,2.33,2.15,,3,0.825,0.9,4,520,0.006,0.087,0.223,0.648,0.8959999999999999,0.002,0.221,0.006,0.092,0.092,0.4370000000000001,0.857,3,2,2,3,2,0.81,2,0.8,3,3,0.85,0.73,3,0.945,0.88,3,4.8,0
805,829,32K549_2016,THE BROOKLYN SCHOOL FOR SOCIAL JUSTICE,68.7,2.34,2.09,,3,0.838,0.83,3,385,0.008,0.208,0.249,0.605,0.764,0.003,0.2,0.016,0.16899999999999998,0.16899999999999998,0.5529999999999999,0.7190000000000001,3,3,3,3,3,0.78,3,0.86,3,3,0.7929999999999999,0.68,2,0.958,0.88,3,2.0,0
806,830,32K552_2016,THE ACADEMY OF URBAN PLANNING AND ENGINEERING,68.0,2.16,2.03,,3,0.847,0.92,4,227,0.004,0.22,0.264,0.648,0.7490000000000001,0.018000000000000002,0.256,0.013,0.13699999999999998,0.13699999999999998,0.494,0.609,4,3,3,3,3,0.86,3,0.84,3,3,0.843,0.71,3,0.973,0.89,3,3.4,0
807,831,32K554_2016,ALL CITY LEADERSHIP SECONDARY SCHOOL,100.0,3.23,3.18,,4,0.654,0.99,4,205,0.054000000000000006,0.132,0.029,0.498,0.78,0.01,0.112,0.024,0.02,0.02,0.156,0.882,4,4,3,4,4,0.97,4,0.92,4,3,0.94,0.94,4,0.975,0.98,4,13.0,1
808,832,32K556_2016,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLEN,74.3,2.26,2.01,,3,0.841,0.74,2,274,0.011,0.172,0.226,0.6459999999999999,0.8029999999999999,0.004,0.255,0.011,0.197,0.197,0.622,0.36,3,3,3,4,3,0.7,3,0.83,3,3,0.821,0.68,2,0.984,0.85,3,12.4,1
809,833,01M292_2017,ORCHARD COLLEGIATE ACADEMY,66.7,2.47,2.12,,4,0.8320000000000001,0.92,3,140,0.15,0.243,0.14300000000000002,0.621,0.55,0.036000000000000004,0.271,0.05,0.2,0.2,0.448,0.5,3,3,3,3,3,0.81,3,0.82,2,3,0.867,0.8,3,0.973,0.94,4,1.9,0
810,834,01M448_2017,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,89.7,2.85,2.66,,3,0.757,0.89,3,392,0.301,0.245,0.08900000000000001,0.5379999999999999,0.421,0.003,0.14800000000000002,0.028,0.173,0.173,0.244,0.429,4,3,4,3,3,0.82,3,0.86,3,4,0.925,0.76,4,0.971,0.92,4,7.5,1
811,835,01M450_2017,EAST SIDE COMMUNITY SCHOOL,89.9,3.06,2.93,,4,0.586,0.95,4,393,0.122,0.201,0.01,0.405,0.547,0.0,0.244,0.104,0.056,0.056,0.16399999999999998,0.78,4,3,4,4,4,0.9,4,0.93,4,3,0.94,0.84,4,0.99,0.94,4,15.8,1
812,836,01M509_2017,MARTA VALLE HIGH SCHOOL,66.1,2.63,2.21,,2,0.767,0.65,2,204,0.029,0.363,0.08800000000000001,0.618,0.583,0.025,0.294,0.02,0.142,0.142,0.631,0.647,3,2,2,2,2,0.61,1,0.79,2,2,0.79,0.65,2,0.946,0.75,1,2.0,0
