,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Collaborative Teachers - Percent Positive,Collaborative Teachers Rating,Economic Need Index,Effective School Leadership - Percent Positive,Effective School Leadership Rating,Enrollment,Percent Asian,Percent Black,Percent English Language Learners,Percent HRA Eligible,Percent Hispanic,Percent Self-Contained,Percent Students with Disabilities,Percent White,Percent in Temp Housing,Percent in Temp Housing - 4yr,Percent of Students Chronically Absent,Percent of teachers with 3 or more years of experience,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How effective is the teaching and learning?,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How well do teachers work with each other?,Quality Review - How well does the school assess what students are learning?,Rigorous Instruction - Percent Positive,Rigorous Instruction Rating,Strong Family-Community Ties - Percent Positive,Strong Family-Community Ties Rating,Student Achievement Rating,Student Attendance Rate,Supportive Environment - Percent Positive,Supportive Environment Rating,Teacher Attendance Rate,Trust - Percent Positive,Trust Rating,Years of principal experience at this school
211,2.23,2.08,87.0,3,75.1,85.0,3,504,1.0,83.5,3.4,56.2,12.9,4.0,27.2,1.6,16.5,16.5,54.9,91.2,3,3,3,3,3,87.0,3,74.0,2,2,79.2,78.0,2,95.5,88.0,3,5.0
12,2.17,2.09,91.0,4,81.1,90.0,4,406,1.7,27.3,19.5,66.5,67.5,0.2,25.1,2.2,13.1,13.1,49.2,66.7,4,3,4,4,3,88.0,3,78.0,3,3,83.0,90.0,4,95.2,94.0,4,3.9
529,2.26,2.03,0.0,3,0.865,0.97,4,395,0.01,0.243,0.248,0.6809999999999999,0.7340000000000001,0.073,0.248,0.005,0.147,0.147,0.448,0.68,4,3,3,3,3,0.88,3,0.85,3,2,0.83,0.74,3,0.951,0.94,4,5.3
783,3.08,2.85,0.0,3,0.5589999999999999,0.77,3,316,0.354,0.047,0.032,0.38,0.396,0.003,0.079,0.203,0.025,0.025,0.181,0.784,3,2,3,3,3,0.87,3,0.85,3,4,0.939,0.82,3,0.972,0.81,3,0.9
299,2.42,2.5,78.0,2,67.3,75.0,2,2006,35.8,28.6,22.6,50.0,20.7,3.3,12.6,13.7,14.1,14.1,25.5,65.4,3,2,3,3,2,85.0,2,65.0,1,3,85.5,79.0,3,96.9,81.0,2,3.3
451,2.23,2.44,0.0,4,0.845,0.93,4,510,0.0,0.002,0.455,0.61,0.994,0.0,0.037000000000000005,0.002,0.204,0.204,0.223,0.871,4,4,4,4,4,0.91,4,0.79,3,3,0.922,0.84,4,0.962,0.91,3,13.0
885,2.38,2.02,0.0,2,0.8270000000000001,0.66,2,161,0.037000000000000005,0.391,0.093,0.696,0.534,0.0,0.354,0.031,0.155,0.155,0.593,0.867,3,2,3,3,2,0.65,2,0.78,2,3,0.8370000000000001,0.65,2,0.973,0.72,2,1.2
1098,2.54,2.15,0.0,3,0.778,0.91,3,466,0.019,0.693,0.09,0.586,0.268,0.049,0.204,0.006,0.16699999999999998,0.16699999999999998,0.331,0.767,3,2,3,3,3,0.83,3,0.81,2,2,0.861,0.68,3,0.947,0.89,3,4.0
973,2.58,2.28,0.0,4,0.802,0.95,4,488,0.02,0.309,0.201,0.557,0.607,0.006,0.217,0.035,0.184,0.184,0.555,0.5710000000000001,4,3,3,3,3,0.85,3,0.88,3,3,0.802,0.78,3,0.998,0.91,3,4.0
621,3.33,3.12,0.0,2,0.55,0.61,1,916,0.036000000000000004,0.8540000000000001,0.008,0.374,0.087,0.015,0.08800000000000001,0.008,0.047,0.047,0.418,0.951,4,2,3,3,3,0.75,2,0.74,2,2,0.87,0.64,2,0.961,0.73,2,0.8
1161,2.87,2.58,0.0,3,0.284,0.82,3,1119,0.21600000000000005,0.534,0.019,0.175,0.15,0.002,0.202,0.078,0.024,0.024,0.277,0.898,4,3,4,4,4,0.69,3,0.88,3,3,0.91,0.68,3,0.969,0.86,3,0.6
376,2.64,2.41,98.0,4,44.4,97.0,4,515,5.8,15.9,2.3,31.3,54.2,0.4,18.3,20.8,1.6,1.6,16.8,54.5,3,4,4,4,4,91.0,4,81.0,3,4,94.1,89.0,4,98.6,95.0,4,2.4
551,1.87,1.96,0.0,4,0.976,0.89,4,351,0.057,0.256,0.8029999999999999,0.444,0.652,0.0,0.031,0.028,0.37,0.37,0.34700000000000003,0.36,4,4,4,4,3,0.78,4,0.82,3,3,0.872,0.82,4,0.973,0.91,4,4.0
1220,2.44,2.11,0.0,3,0.833,0.88,3,511,0.004,0.084,0.235,0.6579999999999999,0.894,0.002,0.2,0.014,0.08199999999999999,0.08199999999999999,0.44,0.889,3,3,3,3,3,0.77,3,0.85,3,3,0.867,0.75,3,0.941,0.89,3,5.8
1143,2.95,2.84,0.0,3,0.515,0.87,3,496,0.19,0.048,0.052000000000000005,0.389,0.635,0.0,0.155,0.113,0.022,0.022,0.231,0.75,4,3,3,4,3,0.9,3,0.81,2,3,0.922,0.84,4,0.955,0.87,3,0.8
593,2.36,2.19,0.0,3,0.754,0.78,3,395,0.03,0.339,0.109,0.552,0.585,0.063,0.311,0.025,0.154,0.154,0.418,0.667,2,2,3,3,2,0.73,2,0.73,2,3,0.83,0.59,2,0.95,0.79,2,2.0
485,2.43,2.11,0.0,0,0.6970000000000001,0.93,0,33,0.03,0.667,0.03,0.485,0.273,0.0,0.212,0.03,0.152,0.152,0.5760000000000001,1.0,3,2,2,3,2,0.87,0,0.91,0,0,0.8170000000000001,0.69,0,0.966,0.92,0,1.8
273,2.23,2.1,87.0,4,64.7,91.0,4,308,1.6,86.0,7.1,49.7,9.7,1.6,23.1,1.3,14.3,14.3,50.3,52.2,4,3,3,3,3,86.0,3,86.0,4,3,84.6,80.0,3,97.7,91.0,3,3.8
398,2.04,1.94,93.0,4,80.8,86.0,3,279,0.7,23.3,29.0,64.9,73.8,4.3,28.7,0.7,15.4,15.4,53.9,68.0,4,3,3,3,3,86.0,3,78.0,3,3,82.1,81.0,3,96.8,91.0,3,2.4
362,3.78,3.98,92.0,3,31.1,88.0,3,426,75.4,7.0,0.0,18.5,10.6,0.0,0.0,6.1,1.9,1.9,4.7,92.3,3,3,3,3,2,92.0,3,69.0,2,4,96.9,94.0,0,94.6,90.0,3,1.8
237,2.35,2.27,85.0,4,71.0,79.0,3,466,4.2,47.9,9.3,54.1,36.3,3.4,13.5,9.9,8.2,8.2,36.4,56.8,4,3,4,3,4,83.0,3,71.0,2,2,86.7,73.0,2,96.3,80.0,2,2.8
506,2.36,2.25,0.0,3,0.8029999999999999,0.9,4,577,0.014,0.243,0.147,0.619,0.705,0.038,0.267,0.028,0.13699999999999998,0.13699999999999998,0.5670000000000001,0.8,3,2,3,3,3,0.85,3,0.83,3,2,0.802,0.72,2,0.967,0.89,3,1.8
2,2.66,2.63,95.0,4,61.0,96.0,4,666,9.4,22.1,1.8,44.7,57.9,0.0,23.4,8.3,5.7,5.7,16.5,78.4,4,3,4,4,4,92.0,4,88.0,4,4,93.8,92.0,4,96.1,95.0,4,13.8
6,2.4,2.24,88.0,4,73.3,75.0,2,169,1.2,28.4,4.7,59.2,64.5,8.3,25.4,5.3,10.7,10.7,45.1,55.0,4,3,4,4,3,79.0,3,73.0,2,3,88.1,85.0,3,98.3,88.0,3,7.0
311,2.26,2.06,87.0,3,68.5,86.0,3,576,0.0,85.3,1.9,48.4,11.9,0.3,21.5,1.9,6.7,6.7,30.8,38.1,3,3,3,4,3,87.0,3,82.0,3,4,90.9,85.0,4,96.5,93.0,4,7.0
1052,2.74,2.33,0.0,3,0.6509999999999999,0.82,2,421,0.012,0.6890000000000001,0.031,0.489,0.24,0.0,0.14300000000000002,0.029,0.1,0.1,0.473,0.5379999999999999,4,4,4,4,4,0.79,4,0.77,2,3,0.8540000000000001,0.69,3,0.949,0.81,2,7.0
377,2.42,2.43,71.0,2,55.8,60.0,1,2496,28.4,5.6,14.9,41.6,48.7,6.2,13.2,16.1,4.8,4.8,32.4,68.7,3,2,3,3,2,79.0,2,63.0,0,3,88.0,76.0,3,95.9,72.0,0,3.8
643,2.54,2.4,0.0,3,0.6970000000000001,0.72,2,311,0.039,0.486,0.09,0.524,0.334,0.003,0.161,0.125,0.087,0.087,0.615,0.5379999999999999,3,3,4,4,4,0.66,3,0.82,3,2,0.813,0.62,2,0.978,0.78,2,3.8
807,3.23,3.18,0.0,4,0.654,0.99,4,205,0.054000000000000006,0.132,0.029,0.498,0.78,0.01,0.112,0.024,0.02,0.02,0.156,0.882,4,4,3,4,4,0.97,4,0.92,4,3,0.94,0.94,4,0.975,0.98,4,13.0
215,3.11,2.86,88.0,3,55.0,82.0,3,916,3.4,86.4,0.1,38.6,8.6,1.2,5.3,0.5,3.2,3.2,36.9,90.9,3,2,3,4,3,84.0,2,72.0,2,3,89.6,78.0,3,94.5,87.0,2,3.8
575,2.44,2.31,0.0,3,0.8190000000000001,0.66,2,400,0.025,0.253,0.085,0.6629999999999999,0.7,0.013,0.223,0.01,0.123,0.123,0.39,0.594,4,3,4,3,3,0.79,3,0.77,3,3,0.858,0.64,3,0.968,0.76,2,0.7
27,3.18,3.13,79.0,2,59.3,60.0,1,471,34.2,12.7,0.6,44.4,39.7,0.0,7.6,12.1,3.2,3.2,14.5,96.0,3,3,3,4,3,86.0,3,64.0,1,4,94.8,84.0,3,95.0,81.0,2,10.0
1181,2.78,2.47,0.0,3,0.557,0.93,4,3422,0.312,0.28600000000000003,0.14,0.317,0.32299999999999995,0.027000000000000003,0.104,0.04,0.075,0.075,0.328,0.867,4,4,4,3,3,0.91,4,0.96,4,3,0.868,0.89,4,0.952,0.95,4,3.4
439,2.62,2.33,0.0,4,0.6579999999999999,0.95,4,461,0.061,0.249,0.063,0.4920000000000001,0.584,0.006999999999999999,0.221,0.063,0.056,0.056,0.405,0.933,4,4,3,4,4,0.94,4,0.8,3,3,0.884,0.79,3,0.971,0.95,4,4.8
494,2.32,2.13,0.0,2,0.853,0.78,3,427,0.016,0.141,0.3720000000000001,0.597,0.8290000000000001,0.009000000000000001,0.197,0.009000000000000001,0.232,0.232,0.278,0.885,3,2,2,2,2,0.78,2,0.85,3,2,0.88,0.69,3,0.959,0.87,3,0.9
816,2.71,2.36,0.0,2,0.7120000000000001,0.76,3,315,0.057,0.27,0.067,0.524,0.61,0.003,0.19,0.048,0.149,0.149,0.511,0.792,3,3,4,3,3,0.78,3,0.84,3,3,0.83,0.68,2,0.969,0.84,3,4.0
830,2.53,2.25,0.0,2,0.732,0.81,3,449,0.02,0.312,0.085,0.579,0.633,0.002,0.249,0.02,0.131,0.131,0.53,0.818,3,3,4,3,4,0.75,4,0.86,3,2,0.8440000000000001,0.72,2,0.966,0.86,3,8.0
497,2.72,2.48,0.0,3,0.779,0.87,3,1438,0.053,0.298,0.099,0.603,0.609,0.024,0.138,0.017,0.119,0.119,0.394,0.7140000000000001,3,2,3,3,3,0.8,3,0.76,2,2,0.861,0.65,2,0.969,0.88,3,4.6
765,3.08,3.07,0.0,4,0.458,0.85,3,3834,0.249,0.09,0.052000000000000005,0.295,0.337,0.053,0.129,0.295,0.035,0.035,0.253,0.906,4,3,3,4,3,0.82,3,0.73,2,3,0.903,0.69,3,0.954,0.86,3,8.3
1210,3.02,2.82,0.0,4,0.376,0.93,3,468,0.079,0.248,0.006,0.235,0.199,0.034,0.241,0.41,0.004,0.004,0.255,0.8190000000000001,4,4,4,4,4,0.83,4,0.92,3,2,0.918,0.75,3,0.973,0.91,3,13.3
354,2.38,2.21,95.0,3,59.8,92.0,4,464,27.8,37.7,10.8,44.6,24.4,1.1,10.8,3.0,7.1,7.1,39.6,58.6,3,3,3,4,2,91.0,3,74.0,3,3,86.3,87.0,3,97.5,95.0,4,5.0
1073,2.57,2.18,0.0,3,0.6920000000000001,0.85,3,432,0.016,0.794,0.104,0.486,0.139,0.0,0.229,0.025,0.146,0.146,0.355,0.9,4,3,4,4,3,0.8,3,0.86,3,3,0.877,0.69,3,0.955,0.88,3,12.3
438,2.99,2.97,0.0,4,0.616,0.91,4,441,0.066,0.122,0.011,0.44,0.619,0.005,0.141,0.084,0.039,0.039,0.027000000000000003,0.69,4,4,4,4,4,0.9,4,0.93,4,4,0.978,0.8,4,0.974,0.88,3,16.8
256,3.01,2.85,96.0,4,53.6,91.0,4,516,4.0,87.1,0.0,39.0,6.4,0.0,4.0,0.9,2.8,2.8,13.0,75.9,4,3,4,4,3,97.0,4,90.0,4,3,95.5,89.0,4,97.4,94.0,4,7.0
291,2.34,2.38,89.0,3,71.6,82.0,3,3220,40.1,11.5,34.4,51.8,29.3,7.9,13.7,18.6,16.1,16.1,39.9,84.1,3,2,2,3,2,85.0,2,65.0,1,3,85.0,83.0,3,96.2,90.0,3,4.8
25,3.28,3.17,91.0,4,32.5,89.0,3,587,27.6,6.0,0.2,20.6,15.5,0.0,15.0,46.0,3.7,3.7,15.3,81.1,4,4,4,4,3,86.0,4,79.0,3,4,94.2,89.0,4,96.4,94.0,4,8.8
336,2.87,2.93,91.0,2,41.4,85.0,3,4172,53.9,7.4,11.3,29.4,23.1,5.7,13.2,14.9,3.9,3.9,17.2,76.1,2,2,3,4,2,88.0,2,67.0,2,4,93.3,90.0,4,96.4,92.0,3,1.8
745,3.05,3.06,0.0,3,0.389,0.83,3,3306,0.417,0.128,0.044,0.235,0.267,0.039,0.154,0.181,0.033,0.033,0.222,0.843,4,3,3,3,4,0.8,3,0.76,2,3,0.921,0.66,3,0.972,0.85,3,7.9
47,2.29,2.16,82.0,3,77.1,69.0,2,676,4.0,21.3,5.9,62.0,70.1,2.4,18.6,3.6,9.3,9.3,55.0,74.4,3,2,2,3,3,83.0,2,74.0,2,2,80.2,79.0,2,96.2,80.0,2,11.0
318,2.31,2.29,93.0,4,57.1,88.0,3,1921,24.0,8.3,28.0,40.7,61.4,0.5,11.8,4.3,5.5,5.5,33.8,84.3,4,3,3,4,3,90.0,3,70.0,2,3,86.6,85.0,4,96.2,93.0,3,22.8
106,2.39,2.31,96.0,4,82.0,93.0,4,587,0.2,28.6,7.2,67.5,69.5,0.5,23.3,1.4,11.6,11.6,48.9,85.3,3,2,3,3,3,93.0,3,72.0,2,2,80.1,85.0,3,96.1,94.0,3,4.4
850,2.01,2.14,0.0,4,0.8490000000000001,0.97,4,331,0.196,0.154,0.713,0.284,0.529,0.0,0.039,0.118,0.221,0.221,0.349,0.818,4,4,4,4,4,0.86,4,0.9,4,3,0.887,0.85,3,0.973,0.96,4,4.8
55,2.41,2.31,87.0,4,73.4,84.0,3,439,8.2,28.9,2.7,59.7,57.4,1.8,19.1,3.2,7.7,7.7,35.7,90.6,4,3,4,4,3,86.0,3,74.0,2,3,88.4,84.0,3,96.0,90.0,3,6.9
560,2.48,2.28,0.0,4,0.84,0.95,4,353,0.02,0.297,0.187,0.595,0.626,0.011,0.21,0.034,0.19,0.19,0.449,0.391,3,2,3,3,2,0.93,3,0.8,3,0,0.8270000000000001,0.79,3,0.991,0.92,3,3.0
213,2.82,2.69,91.0,4,52.9,91.0,4,364,3.0,84.6,1.1,34.3,7.7,0.0,11.3,0.8,2.5,2.5,9.3,100.0,4,4,4,4,4,90.0,4,90.0,4,4,95.9,87.0,4,97.6,92.0,3,6.9
120,2.25,2.13,72.0,2,70.7,58.0,1,1535,9.2,23.6,10.3,54.5,54.9,11.6,25.3,10.6,7.8,7.8,52.1,92.7,3,3,3,3,3,82.0,3,70.0,0,2,79.4,73.0,2,94.4,78.0,0,3.8
589,2.02,2.1,0.0,4,0.897,0.86,3,372,0.108,0.126,0.624,0.532,0.6559999999999999,0.005,0.056,0.075,0.228,0.228,0.213,0.769,4,3,4,4,4,0.87,4,0.79,3,4,0.926,0.77,4,0.972,0.9,3,11.0
523,2.37,2.02,0.0,3,0.8270000000000001,0.88,3,322,0.031,0.311,0.099,0.649,0.637,0.003,0.276,0.009000000000000001,0.196,0.196,0.6679999999999999,0.609,4,3,3,3,3,0.8,3,0.84,3,3,0.779,0.67,3,0.972,0.89,3,10.0
1202,2.74,2.48,0.0,3,0.636,0.83,3,2090,0.155,0.124,0.12,0.44,0.635,0.006,0.156,0.067,0.07,0.07,0.392,0.8109999999999999,3,2,3,3,3,0.73,2,0.74,1,2,0.86,0.64,2,0.956,0.82,2,5.0
72,2.12,2.03,89.0,2,82.2,81.0,3,283,4.2,41.0,9.9,67.8,50.2,2.5,34.3,3.5,12.4,12.4,59.1,90.9,2,2,2,3,2,84.0,2,75.0,3,2,79.5,83.0,3,96.3,92.0,4,3.8
631,2.61,2.47,0.0,4,0.682,0.96,4,573,0.033,0.302,0.037000000000000005,0.511,0.607,0.003,0.26,0.044,0.087,0.087,0.294,0.649,4,3,4,4,3,0.94,4,0.94,4,4,0.903,0.98,4,0.976,0.97,4,7.5
780,2.5,2.3,0.0,0,0.51,0.88,0,42,0.071,0.738,0.024,0.381,0.19,0.0,0.16699999999999998,0.0,0.119,0.119,0.268,1.0,3,2,2,2,3,0.73,0,0.85,0,0,0.885,0.63,0,0.963,0.85,0,6.3
527,2.35,2.14,0.0,3,0.853,0.86,3,305,0.016,0.35700000000000004,0.14800000000000002,0.639,0.597,0.01,0.21,0.013,0.226,0.226,0.511,0.69,3,2,3,3,3,0.76,2,0.85,3,3,0.826,0.65,2,0.974,0.89,3,3.4
526,2.62,2.37,0.0,3,0.6779999999999999,0.96,4,540,0.057,0.25,0.054000000000000006,0.483,0.5589999999999999,0.009000000000000001,0.217,0.1,0.094,0.094,0.442,0.4,3,3,3,3,4,0.85,3,0.84,3,3,0.866,0.71,3,0.978,0.93,4,4.0
936,2.47,2.02,0.0,3,0.7929999999999999,0.87,3,296,0.041,0.297,0.091,0.632,0.632,0.003,0.294,0.006999999999999999,0.189,0.189,0.573,0.652,4,3,3,3,3,0.74,3,0.77,2,3,0.8,0.71,3,0.955,0.88,3,11.0
994,2.43,2.07,0.0,3,0.685,0.94,4,370,0.035,0.616,0.07,0.524,0.297,0.019,0.222,0.022,0.116,0.116,0.5670000000000001,0.833,3,3,3,3,3,0.73,3,0.83,3,3,0.809,0.59,2,0.916,0.9,3,12.0
578,2.45,2.08,0.0,3,0.716,0.87,3,371,0.024,0.453,0.07,0.512,0.482,0.013,0.256,0.024,0.13699999999999998,0.13699999999999998,0.506,0.857,3,2,3,3,3,0.85,3,0.89,4,2,0.825,0.73,2,0.959,0.89,3,4.9
588,1.99,2.01,0.0,4,0.931,0.89,3,361,0.166,0.097,0.77,0.501,0.593,0.0,0.025,0.119,0.249,0.249,0.381,0.5379999999999999,3,2,3,4,3,0.81,3,0.79,3,2,0.873,0.7,3,0.977,0.87,3,5.0
1218,2.66,2.52,0.0,3,0.6859999999999999,0.9,3,273,0.037000000000000005,0.462,0.114,0.502,0.425,0.004,0.172,0.051,0.121,0.121,0.406,0.611,4,3,4,4,4,0.82,4,0.89,4,3,0.879,0.72,3,0.968,0.91,3,6.0
1026,2.78,2.47,0.0,3,0.659,0.84,3,544,0.061,0.706,0.046,0.46,0.17800000000000002,0.006,0.16,0.033,0.097,0.097,0.201,0.667,3,3,3,3,3,0.78,3,0.88,3,3,0.925,0.63,3,0.973,0.83,3,5.2
325,2.56,2.57,90.0,4,59.6,84.0,3,1553,12.1,5.8,3.8,46.6,74.6,3.9,13.9,7.3,3.7,3.7,22.8,83.5,4,3,3,4,3,89.0,3,71.0,2,3,90.7,82.0,3,96.3,91.0,3,4.8
536,2.19,2.0,0.0,3,0.898,0.73,2,180,0.0,0.361,0.222,0.6829999999999999,0.611,0.067,0.3,0.022,0.206,0.206,0.528,0.438,4,3,3,3,3,0.77,3,0.91,4,2,0.809,0.66,3,0.975,0.85,3,8.9
968,2.54,2.22,0.0,3,0.815,0.9,3,333,0.018000000000000002,0.159,0.099,0.652,0.799,0.03,0.276,0.021,0.114,0.114,0.467,0.733,3,2,3,3,2,0.78,2,0.79,2,3,0.836,0.67,3,0.964,0.88,3,13.0
316,1.8,1.94,87.0,3,58.9,75.0,2,378,0.3,0.0,78.6,29.4,99.7,0.5,3.7,0.0,16.1,16.1,28.6,28.0,3,2,2,3,2,90.0,2,88.0,4,3,89.7,87.0,3,96.5,89.0,3,2.9
1140,2.83,2.68,0.0,3,0.562,0.91,4,507,0.083,0.036000000000000004,0.01,0.428,0.789,0.0,0.15,0.079,0.026,0.026,0.225,0.962,3,3,3,3,3,0.87,3,0.79,2,3,0.922,0.8,3,0.961,0.95,4,9.8
869,3.21,2.82,0.0,2,0.506,0.8,3,1447,0.073,0.194,0.011,0.328,0.556,0.019,0.203,0.138,0.068,0.068,0.29,0.787,3,3,3,3,2,0.81,3,0.84,3,3,0.9,0.73,2,0.965,0.82,2,1.4
552,2.8,2.75,0.0,4,0.428,0.77,2,695,0.073,0.112,0.049,0.292,0.5760000000000001,0.078,0.219,0.235,0.052000000000000005,0.052000000000000005,0.255,0.8320000000000001,4,3,3,4,3,0.81,3,0.85,3,3,0.915,0.69,3,0.968,0.83,3,9.0
714,3.6,3.69,0.0,3,0.373,0.69,2,1047,0.21600000000000005,0.094,0.006999999999999999,0.232,0.096,0.0,0.138,0.583,0.022,0.022,0.076,0.877,4,3,3,4,3,0.81,3,0.73,2,4,0.957,0.69,4,0.964,0.76,2,3.8
1047,2.86,2.46,0.0,3,0.7020000000000001,0.93,4,238,0.038,0.542,0.067,0.525,0.307,0.004,0.16,0.071,0.105,0.105,0.34,0.75,4,3,4,3,3,0.87,4,0.92,4,3,0.884,0.73,3,0.982,0.88,3,0.8
673,2.46,2.17,0.0,3,0.6940000000000001,0.71,2,374,0.003,0.81,0.024,0.5529999999999999,0.134,0.016,0.155,0.013,0.107,0.107,0.561,0.895,3,3,3,3,3,0.77,3,0.76,2,3,0.8109999999999999,0.59,2,0.968,0.79,2,3.9
572,1.77,1.91,0.0,2,0.96,0.69,2,338,0.012,0.07400000000000001,0.947,0.5,0.885,0.0,0.053,0.024,0.305,0.305,0.517,0.958,3,2,3,3,3,0.76,3,0.78,3,2,0.836,0.69,2,0.971,0.72,2,0.8
60,2.25,2.12,75.0,2,75.4,69.0,2,447,0.4,38.5,12.8,58.6,58.8,4.0,22.6,0.9,14.1,14.1,48.2,63.0,3,3,3,4,3,84.0,3,74.0,2,3,83.0,79.0,3,96.7,86.0,3,10.0
753,2.45,2.14,0.0,3,0.6940000000000001,0.74,2,365,0.047,0.425,0.047,0.545,0.332,0.014,0.238,0.132,0.08800000000000001,0.08800000000000001,0.589,0.8079999999999999,4,3,4,3,3,0.63,3,0.8,3,2,0.7829999999999999,0.61,3,0.966,0.78,2,5.4
92,2.22,2.12,86.0,3,79.9,84.0,3,671,0.4,16.8,27.4,63.5,80.8,8.0,20.7,1.6,14.2,14.2,38.4,92.7,3,2,3,3,3,87.0,3,88.0,4,3,87.6,81.0,3,95.8,91.0,3,15.8
900,2.63,2.19,0.0,4,0.805,0.97,4,385,0.005,0.06,0.182,0.59,0.912,0.01,0.171,0.018000000000000002,0.158,0.158,0.5479999999999999,0.725,4,3,3,4,3,0.87,3,0.9,4,3,0.79,0.8,3,0.978,0.95,4,6.1
432,2.94,2.86,0.0,4,0.6759999999999999,0.85,3,1700,0.204,0.183,0.063,0.513,0.529,0.006,0.13,0.075,0.071,0.071,0.194,0.83,4,3,4,4,3,0.85,3,0.81,3,3,0.921,0.75,4,0.968,0.88,3,6.8
351,2.84,2.86,91.0,4,46.1,83.0,3,959,35.5,10.7,0.4,33.3,35.6,0.1,11.2,12.3,1.4,1.4,15.1,79.3,4,4,4,4,3,82.0,3,76.0,3,4,94.3,88.0,4,96.5,91.0,3,5.3
978,2.64,2.33,0.0,2,0.748,0.9,3,412,0.029,0.265,0.09,0.541,0.687,0.051,0.211,0.012,0.097,0.097,0.335,0.862,3,3,3,2,2,0.83,3,0.83,2,4,0.892,0.73,3,0.969,0.91,3,10.0
280,2.2,2.08,87.0,3,71.0,85.0,3,284,2.5,75.7,11.3,53.9,19.0,1.1,23.6,1.4,11.3,11.3,52.4,72.2,3,2,3,3,2,91.0,2,74.0,3,3,81.2,78.0,2,97.6,86.0,3,1.7
462,2.5,2.21,0.0,3,0.769,0.74,2,426,0.006999999999999999,0.373,0.124,0.5660000000000001,0.589,0.026,0.221,0.014,0.16399999999999998,0.16399999999999998,0.544,0.69,4,3,3,3,3,0.86,3,0.82,3,2,0.805,0.66,3,0.983,0.87,3,11.0
514,2.37,2.12,0.0,3,0.778,0.81,3,338,0.068,0.456,0.086,0.595,0.402,0.009000000000000001,0.231,0.038,0.145,0.145,0.599,0.76,3,2,3,3,2,0.84,2,0.68,2,2,0.774,0.53,2,0.939,0.79,2,12.0
359,2.92,2.89,86.0,3,44.7,81.0,3,2098,49.0,20.9,0.9,32.5,22.4,4.8,11.2,4.2,1.8,1.8,15.8,86.5,3,3,3,4,3,85.0,3,64.0,1,3,93.8,80.0,3,96.6,85.0,2,2.8
464,2.39,2.19,0.0,4,0.797,0.77,2,333,0.024,0.27,0.14400000000000002,0.628,0.6609999999999999,0.012,0.3,0.03,0.105,0.105,0.49,0.5,4,4,4,4,4,0.76,4,0.72,2,2,0.831,0.68,3,0.97,0.76,2,2.9
573,2.47,2.15,0.0,3,0.835,0.63,1,383,0.008,0.316,0.097,0.6579999999999999,0.645,0.029,0.24,0.021,0.17,0.17,0.605,0.733,3,2,3,3,3,0.8,3,0.73,2,2,0.7609999999999999,0.64,2,0.968,0.76,2,1.4
873,2.63,2.26,0.0,4,0.726,0.98,4,408,0.027000000000000003,0.385,0.064,0.525,0.539,0.0,0.181,0.02,0.125,0.125,0.517,0.556,3,3,4,4,3,0.87,4,0.85,3,3,0.84,0.77,3,0.972,0.94,4,8.5
1179,2.87,2.73,0.0,4,0.507,0.95,4,523,0.417,0.392,0.094,0.266,0.107,0.008,0.128,0.027000000000000003,0.111,0.111,0.366,0.63,4,3,4,4,3,0.83,3,0.81,2,3,0.8809999999999999,0.76,3,0.98,0.92,4,6.0
650,2.28,2.11,0.0,3,0.7829999999999999,0.79,2,383,0.013,0.88,0.042,0.598,0.073,0.057,0.345,0.013,0.146,0.146,0.4320000000000001,0.6759999999999999,3,2,2,3,2,0.84,2,0.8,0,2,0.8220000000000001,0.62,2,0.97,0.81,0,2.0
756,2.49,2.3,0.0,4,0.644,0.86,3,1950,0.325,0.121,0.21600000000000005,0.395,0.489,0.057,0.159,0.049,0.06,0.06,0.384,0.816,4,3,3,4,3,0.81,3,0.8,3,2,0.856,0.68,3,0.955,0.86,3,2.8
182,1.91,1.97,95.0,4,76.3,92.0,4,354,16.7,11.9,73.7,55.6,57.6,0.0,3.1,11.0,21.2,21.2,36.3,40.0,4,2,3,3,3,90.0,3,88.0,4,3,89.0,80.0,3,97.7,92.0,3,4.0
670,2.55,2.3,0.0,3,0.735,0.91,3,362,0.025,0.8290000000000001,0.05,0.555,0.099,0.058,0.16,0.014,0.149,0.149,0.505,0.6,3,2,2,3,2,0.76,2,0.83,3,2,0.8340000000000001,0.62,2,0.963,0.84,2,6.0
534,2.96,2.84,0.0,4,0.789,0.91,4,460,0.08,0.257,0.039,0.617,0.637,0.033,0.2,0.015,0.093,0.093,0.244,0.828,4,4,4,4,4,0.84,4,0.81,3,4,0.906,0.75,4,0.962,0.91,3,11.0
110,2.18,2.12,87.0,3,83.4,85.0,3,554,3.1,36.1,7.8,68.8,57.9,8.1,19.3,1.8,11.7,11.7,57.1,66.7,3,2,3,3,3,85.0,2,87.0,4,3,79.0,84.0,3,97.1,91.0,3,3.6
370,2.33,2.13,72.0,3,44.2,69.0,2,372,6.7,79.0,3.5,33.3,9.1,0.0,20.4,2.2,5.1,5.1,42.6,72.0,4,3,3,4,3,75.0,2,76.0,3,3,86.8,75.0,3,97.5,78.0,2,5.0
